sequence	training_session.thisRepN	training_session.thisTrialN	training_session.thisN	training_session.thisIndex	training_2n.thisRepN	training_2n.thisTrialN	training_2n.thisN	training_2n.thisIndex	training_3n.thisRepN	training_3n.thisTrialN	training_3n.thisN	training_3n.thisIndex	training_4n.thisRepN	training_4n.thisTrialN	training_4n.thisN	training_4n.thisIndex	allrep_2nback.thisRepN	allrep_2nback.thisTrialN	allrep_2nback.thisN	allrep_2nback.thisIndex	trials_2nback.thisRepN	trials_2nback.thisTrialN	trials_2nback.thisN	trials_2nback.thisIndex	allrep_3nback.thisRepN	allrep_3nback.thisTrialN	allrep_3nback.thisN	allrep_3nback.thisIndex	trials_3nback.thisRepN	trials_3nback.thisTrialN	trials_3nback.thisN	trials_3nback.thisIndex	allrep_4nback.thisRepN	allrep_4nback.thisTrialN	allrep_4nback.thisN	allrep_4nback.thisIndex	trials_4nback.thisRepN	trials_4nback.thisTrialN	trials_4nback.thisN	trials_4nback.thisIndex	buffer02_txt.started	test_griddot_resp2.started	test_griddot_resp2.keys	test_griddot_resp2.rt	buffer23_txt.started	test_griddot_resp3.started	test_griddot_resp3.keys	test_griddot_resp3.rt	buffer34_txt.started	test_griddot_resp4.started	test_griddot_resp4.keys	test_griddot_resp4.rt	confirm_resp.started	confirm_resp.keys	confirm_resp.rt	instr_text_2.started	buffer02_txt.stopped	griddot_resp2.started	griddot_resp2.keys	griddot_resp2.rt	buffer23_txt.stopped	griddot_resp3.started	griddot_resp3.keys	griddot_resp3.rt	buffer34_txt.stopped	griddot_resp4.started	griddot_resp4.keys	griddot_resp4.rt	participant	session	date	expName	psychopyVersion	frameRate	...76
[(0, 2), (2, 2), (1, 1), (1, 1), (0, 1), (1, 1), (1, 0), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	691.7934726999374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	643.2169259999646	694.8761495999061	695.8633164999774	['left', 'left', 'left', 'left', 'left', 'right']	[5.355377599946223, 6.902229700004682, 10.130083099938929, 11.76025239995215, 13.948451699921861, 14.9559952999698]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 2), (1, 1), (2, 2), (2, 0), (2, 2), (2, 1), (0, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	712.8739921000088	['right', 'left', 'left', 'left', 'left', 'right']	[4.967867500032298, 7.154568800004199, 9.840309699997306, 11.524567799991928, 12.832946100039408, 15.004706499981694]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 2), (2, 2), (1, 0), (1, 2), (0, 1), (2, 0), (0, 1), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	729.8715352999279	['left', 'right', 'left', 'left', 'right', 'right']	[5.227573300013319, 7.101968499948271, 8.847465500002727, 11.244061699951999, 12.855302999960259, 15.35565099993255]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 0), (1, 0), (1, 1), (0, 1), (2, 2), (0, 1), (0, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	746.8527280999115	['left', 'left', 'left', 'right', 'left', 'right']	[4.8886116000358015, 7.783303000032902, 8.995548699982464, 10.914397299988195, 12.942652099998668, 15.332172600086778]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (2, 0), (0, 0), (2, 0), (1, 0), (2, 0), (0, 0), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	763.8668208000017	['left', 'left', 'right', 'left', 'left', 'left', 'left']	[5.336193099967204, 8.19383550004568, 8.75695569999516, 9.842300100019202, 11.557391699985601, 13.644021300016902, 15.240339700016193]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (2, 1), (2, 2), (2, 1), (1, 2), (1, 2), (2, 0), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	780.8514068999793	['left', 'right', 'left', 'right', 'left', 'right']	[4.832936199964024, 7.059028999996372, 9.064184199902229, 11.084421699983068, 13.757533699972555, 14.713908699923195]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 2), (0, 0), (1, 2), (0, 0), (2, 0), (0, 0), (1, 2), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	801.7449960999656	['left', 'right', 'left', 'left', 'right', 'left']	[5.175691099953838, 6.728811500011943, 8.842578199924901, 11.899503899971023, 14.288744999910705, 15.286955199902877]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 1), (0, 0), (0, 0), (1, 0), (0, 0), (1, 0), (0, 2), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	818.7302629000042	['left', 'left', 'right', 'right', 'left', 'left']	[5.604277400067076, 6.897173800040036, 10.116066100075841, 10.824102199985646, 13.986367500037886, 15.079462000052445]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 0), (1, 0), (1, 0), (1, 0), (2, 1), (1, 1), (0, 0), (2, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	835.7401649999665	['right', 'right', 'left', 'left', 'left', 'left']	[5.194424099987373, 7.083519499981776, 9.583949099993333, 11.501554999966174, 12.957717699930072, 15.226980699924752]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 1), (2, 2), (2, 2), (2, 2), (0, 1), (1, 1), (0, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	3	3	427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	852.7545910999179	['left', 'right', 'left', 'right', 'left', 'left']	[5.068974400055595, 6.906548700062558, 9.38084080000408, 11.371267499984242, 13.587538800085895, 15.527159200049937]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 2), (2, 1), (1, 2), (2, 1), (0, 1), (2, 1), (0, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	4	4	560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	869.7354492999148	['left', 'right', 'left', 'left', 'left', 'left']	[5.217289500054903, 8.047736100037582, 8.923368299962021, 11.235096200020052, 13.705561200040393, 15.066596899996512]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 0), (2, 1), (1, 0), (1, 0), (1, 0), (2, 0), (2, 2), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	5	5	293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	886.7332447000081	['right', 'left', 'right', 'left', 'left', 'left']	[5.204230000032112, 7.220406700042076, 9.88636680005584, 10.746955999988131, 13.35255780001171, 15.435595400049351]	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 2), (1, 1), (0, 2), (0, 2), (1, 1), (1, 1), (1, 2), (1, 1), (0, 0)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	904.8140039999272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	907.8969496999634	908.8842121999478	['right', 'right', 'left', 'left', 'right', 'left']	[6.996356899966486, 9.039221299928613, 10.812643599929288, 13.777002700022422, 15.00086339993868, 16.863738299929537]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 2), (1, 0), (1, 0), (2, 0), (0, 1), (1, 0), (1, 2), (0, 1), (1, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	1	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	927.8942027000012	['left', 'left', 'right', 'left', 'right']	[6.678057400044054, 8.786730600055307, 11.499559400021099, 13.722088000038639, 15.210805700044148]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 2), (0, 1), (2, 0), (0, 2), (0, 2), (2, 2), (0, 2), (1, 1), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	2	2	457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	946.879307999974	['left', 'right', 'left', 'left', 'right', 'left', 'right']	[6.842460299958475, 7.4916359999915585, 10.020970599958673, 11.381844599964097, 13.594001800054684, 15.879084200016223, 16.9855993000092]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(2, 0), (2, 0), (2, 1), (2, 2), (2, 0), (2, 2), (2, 1), (2, 2), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	3	3	227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	965.8888185999822	['left', 'right', 'right', 'left', 'right', 'left']	[6.754976400057785, 10.220537799992599, 11.386324600083753, 12.947106500039808, 15.151409100042656, 17.049205400049686]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 2), (2, 1), (1, 0), (0, 2), (0, 2), (2, 2), (1, 1), (0, 2), (0, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	4	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	984.8862573999212	['right', 'left', 'left', 'left', 'right', 'left']	[6.963141900021583, 9.078752300003543, 12.106678599957377, 12.878637599991634, 15.625294800032862, 17.057989299995825]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(0, 1), (0, 0), (2, 0), (2, 0), (1, 2), (0, 1), (2, 0), (1, 2), (1, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	5	5	674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1003.8835719999624	['left', 'left', 'right', 'right', 'right', 'left']	[7.428502499940805, 8.95210439991206, 11.315461699967273, 13.509188600000925, 15.678023900021799, 16.972441499936394]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 1), (0, 1), (2, 2), (1, 1), (1, 0), (0, 0), (0, 0), (1, 0), (2, 1)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1025.684637199971	['right', 'left', 'left', 'left', 'right', 'left']	[6.755708100041375, 10.208587100030854, 11.476202300051227, 13.639236300019547, 14.902301300084218, 17.304456900106743]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 2), (0, 2), (1, 2), (0, 0), (0, 2), (2, 1), (0, 0), (0, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	1	1	347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1044.6819634999847	['left', 'left', 'left', 'right', 'right', 'left']	[7.34820469992701, 10.11368699988816, 10.903118199901655, 12.940230999956839, 15.805873099947348, 17.07184969994705]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
[(1, 1), (2, 1), (1, 1), (1, 1), (2, 1), (0, 1), (0, 2), (1, 0), (2, 2)]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	1	0	0	2	2	551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1063.6920652999545	['right', 'left', 'left', 'left', 'left', 'left']	[6.678061799961142, 10.36944419995416, 11.27468189992942, 12.947750699939206, 15.656531399930827, 17.052295199944638]	NA	NA	NA	NA	cio	001	2026-02-13_12h34.05.556	SS	2023.1.0	60.02033486262189	NA
